country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
Indonesia,voip.associates,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,24x7designs.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Australia,luxecosmetictattooing.com.au,Healthcare,solo,No,95,N/A,much_info,reachable,200
United Kingdom,rbphotography.online,Professional Services,solo,No,40,Photography,unreachable,unreachable,Connection Error
India,epictranscription.com,Professional Services,50 to 100,No,95,Transcription Services,much_info,reachable,200
United States,bearcateth.com,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
India,looplynks.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,403
Australia,xero.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
Nigeria,rackantech.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
United States,eylulozturk.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
Australia,futurasydney.com,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
India,vstartimmigrations.in,Professional Services,5 to 20,No,95,Immigration Services,much_info,reachable,200
United States,luminexagroup.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United States,tuta.com,Technology and Software Development,50 to 100,Yes,100,N/A,much_info,reachable,200
Philippines,ph.staffoutsourcing.com,Professional Services,50 to 100,No,75,N/A,little_info,reachable,200
Japan,deiso.co.jp,Professional Services,5 to 20,No,95,Environmental Consulting and Training,much_info,reachable,200
United Kingdom,fansbase.uk,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,petrovdigital.io,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,doubt.com,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
Australia,firepulseai.com,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
United States,wilmingtonaquaticclub.com,Other,1 to 5,No,75,Sports Club/Recreation,unreachable,unreachable,Timeout
Israel,toolswiss.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,4sqinternational.com,Professional Services,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
Netherlands,risottini.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,hetcash.com,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,SSL Error
Hong Kong,hollo.hk,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
United States,emergemarket.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
India,functionatics.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United States,iv.ai,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,nakad.co,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
India,vlifesolutions.co.uk,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,agentic.it,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,ge-ed.co,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
United States,smartnutritionfitclub.com,Healthcare,solo,No,95,N/A,much_info,reachable,200
Turkey,betrobot.ai,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Timeout
India,justtrademarkets.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
