country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
United Kingdom,fungotodayltd.com,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
Malaysia,skybmedia.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Slovenia,novaknet.com,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
United States,allaroundaba.com,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
India,sgatra.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Colombia,viridismediamarketing.com,Marketing and Advertising,1 to 5,No,60,N/A,unreachable,unreachable,409
United States,grouped.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,algonox.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,m365edu670021.onmicrosoft.com,Education and e-learning,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
United States,excelmindcyber.com,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
Nigeria,cubenmaxsystems.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Sweden,gamebcs.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,pentestpeople.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,alphazyl.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,pollockhi.com,Professional Services,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United States,campocator.com,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
Indonesia,megamixexpo.com,Professional Services,5 to 20,No,95,Event Management and Business Networking,much_info,reachable,200
Switzerland,rex.fit,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
New Zealand,kihasl.com,Technology and Software Development,solo,No,40,N/A,no_info,reachable,200
Turkey,megagroupmedia.com,Marketing and Advertising,20 to 50,No,40,N/A,unreachable,unreachable,Connection Error
United States,mid-delonline.net,Professional Services,solo,No,60,N/A,little_info,reachable,200
United Arab Emirates,lanterntelecom.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United Arab Emirates,fryshare.com,Technology and Software Development,solo,No,40,N/A,unreachable,unreachable,Connection Error
Sweden,blixtmedia.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,gyxmz.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,weniche.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,qwerty.software,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,dpcos.com,Technology and Software Development,1 to 5,No,55,N/A,unreachable,unreachable,Connection Error
Canada,student.computek.edu,Education and e-learning,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,consulting-pros.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,404
India,laste.ml,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,eliteenergypr.com,Marketing and Advertising,1 to 5,No,60,N/A,little_info,reachable,200
Australia,probegroup.com.au,Professional Services,500+,No,95,N/A,much_info,reachable,200
India,sameersolutions.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,fudier.com,Technology and Software Development,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
Poland,navalcadets.com,Technology and Software Development,solo,Yes,95,N/A,little_info,reachable,200
Pakistan,jomspar.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Albania,iptv-ermir.online,Other,solo,No,10,Entertainment,unreachable,unreachable,Connection Error
France,deepbook.online,Technology and Software Development,solo,No,75,N/A,no_info,reachable,200
South Africa,it-tude.co.za,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Canada,ucl.br,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,sallieb.net,Education and e-learning,200 to 500,No,100,N/A,much_info,reachable,200
United States,margarianlaw.com,Professional Services,5 to 20,No,95,Legal Services,much_info,reachable,200
India,honeycombsoftwares.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Philippines,altmail.kr,Technology and Software Development,5 to 20,Yes,50,N/A,unreachable,unreachable,Connection Error
Philippines,jpecollective.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Turkey,trustforest.net,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
China,yeah.net,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
India,eay.jp,Technology and Software Development,solo,Yes,80,N/A,little_info,reachable,200
Canada,onetenhomes.com,Real Estate and Property Management,1 to 5,No,75,N/A,little_info,reachable,200
Germany,uni-jena.de,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,ruhtan.com,Other,solo,No,100,N/A,unreachable,unreachable,Connection Error
India,adlertech.io,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United Arab Emirates,crescent-cargo.com,Logistics and Transportation,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,slscapitals.com,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
South Africa,eoilup.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Singapore,scashglobal.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,48dz.com,Other,solo,No,95,N/A,unreachable,unreachable,Connection Error
United States,degcos.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Thailand,superpresence.co,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Philippines,deepyinc.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,520
Netherlands,panathletic.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,linics.co,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
United States,redcybera.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,psychedsolutionsok.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
United Arab Emirates,biny.dev,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
United States,ofanda.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,bereaschools.org,Education and e-learning,50 to 100,No,75,N/A,unreachable,unreachable,403
India,datawrkz.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,cisltd.uk,Professional Services,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
United States,sogainternational.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
United States,glendora.k12.ca.us,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Australia,aussietranslate.com.au,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Australia,highhopesservices.com.au,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
Pakistan,vavaxa.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,students.annaisd.org,Education and e-learning,20 to 50,No,60,N/A,unreachable,unreachable,Connection Error
Pakistan,advisoratlaw.com,Professional Services,solo,No,70,N/A,little_info,reachable,200
United States,neixos.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Australia,pureskinplus.com.au,Healthcare,solo,No,95,N/A,much_info,reachable,200
Brazil,devstats.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Philippines,paramint.digital,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Finland,clubemp.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
Switzerland,agrinorm.ai,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
Mexico,cascale.org,Professional Services,200 to 500,No,95,Sustainability and Industry Collaboration,much_info,reachable,200
Canada,mydefipet.live,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,525
United States,cspaus.com,Professional Services,50 to 100,No,60,N/A,unreachable,unreachable,Connection Error
Colombia,digitalmtx.com,Technology and Software Development,5 to 20,No,95,N/A,unreachable,unreachable,403
Mali,imcourageous.com,Professional Services,solo,No,20,N/A,unreachable,unreachable,Connection Error
Pakistan,roetem.io,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
China,rehezb.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Italy,alexoberegger.com,Professional Services,solo,No,70,N/A,little_info,reachable,200
United States,safetyclean-nyc.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,peoplestrong.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
Moldova,internettrading.net,Education and e-learning,solo,No,95,N/A,much_info,reachable,200
India,vvconsultinggroup.com,Professional Services,1 to 5,No,75,N/A,little_info,reachable,200
Indonesia,nutriganiq.co.id,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
United States,vivdigitalmedia.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
Saudi Arabia,menakids.com,Other,solo,No,75,Retail (Children's Products),no_info,reachable,200
Sweden,voyce.se,Marketing and Advertising,1 to 5,No,70,N/A,little_info,reachable,200
Nigeria,fuwamofu.com,Other,solo,Yes,95,Email Hosting Service,little_info,reachable,200
Malaysia,dogh2o.xyz,Other,solo,No,20,N/A,unreachable,reachable,200
United States,mh3hussain.online,Other,solo,No,75,Domain Registration/Hosting Services,no_info,reachable,200
Saudi Arabia,emailawb.pro,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,norton.me,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
India,demandcoreb2b.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Viet Nam,simtonet.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Pakistan,nutrv.com,Other,1 to 5,No,75,Nutritional Supplements,unreachable,unreachable,Connection Error
Turkey,auslank.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Cayman Islands,calmpros.com,Professional Services,solo,No,20,N/A,unreachable,unreachable,Connection Error
India,totedge.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United Kingdom,ocean-tel.uk,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
Panama,getontop.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,ovobri.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Ireland,mongodb.com,Technology and Software Development,500+,No,100,N/A,much_info,reachable,200
Turkey,garraje.us,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
United States,witchymillenial.com,Other,solo,No,95,Spiritual Community and Coaching,much_info,reachable,200
United Kingdom,evusd.com,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
India,verveadvisory.com,Professional Services,50 to 100,No,95,Accounting and Financial Services,much_info,reachable,200
Australia,11seven7two.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Australia,trickedoutrides.online,Other,solo,No,40,Automotive Customization and Repair,unreachable,unreachable,Connection Error
India,blis.com,Marketing and Advertising,200 to 500,No,95,N/A,much_info,reachable,200
Czech Republic,drive-one.eu,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,topbrokerleads.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Finland,hupoi.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United Kingdom,cisrad.co.uk,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,404
Malaysia,goldmarkasia.com,Professional Services,50 to 100,No,95,Debt Collection,much_info,reachable,200
Italy,taumedica.com,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
Canada,ktmmassage.ca,Healthcare,solo,No,95,N/A,much_info,reachable,200
United States,curatedkeys.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
Malta,michaelsjoberg.com,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
Poland,firstguardlimited.com,Professional Services,1 to 5,No,70,N/A,unreachable,reachable,200
Serbia,xtix.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Philippines,shopseedless.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,parasolafrica.com,Professional Services,1 to 5,No,60,Travel & Tourism,little_info,reachable,200
Madagascar,kullendorff.ch,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Canada,al-syedi.com,Manufacturing and Industrial,50 to 100,No,60,N/A,little_info,reachable,200
Canada,beadzbyj.co.site,E-commerce and Retail,solo,No,50,N/A,unreachable,unreachable,404
United States,appliedmotorsports.com,Other,5 to 20,No,95,Automotive Performance Parts and Services,much_info,reachable,200
United Kingdom,renew-energy.co.uk,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
United States,furnato.com,E-commerce and Retail,solo,No,30,N/A,unreachable,unreachable,Connection Error
United States,mailmagnet.co,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
"Tanzania, United Republic Of",tiepp.com,Technology and Software Development,20 to 50,No,70,N/A,unreachable,unreachable,Connection Error
Canada,educbe.ca,Other,1 to 5,No,20,N/A,no_info,reachable,200
India,scet.ac.in,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
India,kunderh.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,flexvio.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Indonesia,pusatinfokita.com,Other,solo,No,50,Information Index/Directory,no_info,reachable,200
United States,berhouetconsulting.se,Professional Services,solo,No,10,N/A,unreachable,unreachable,Connection Error
Egypt,hangupsolutions.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,ispier.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,harshini.co.in,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
Indonesia,imh.group,Other,solo,No,95,Domain Parking,no_info,reachable,200
India,globalsysinfo.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,beautyhubllc.com,E-commerce and Retail,1 to 5,No,60,N/A,little_info,reachable,200
Brazil,wywnxa.com,Other,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
United States,supplytek.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
United States,sagresvacations.com,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
United States,davyherrin.com,Professional Services,solo,No,10,N/A,unreachable,unreachable,Connection Error
Italy,mailna.co,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Poland,wedobrandshq.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Singapore,01-digital.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,rsfagency.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Canada,iminko.com,Technology and Software Development,500+,No,75,N/A,unreachable,unreachable,Connection Error
United States,jpthegeek.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Bahrain,tadween.bh,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,emailcbox.pro,Technology and Software Development,1 to 5,Yes,10,N/A,unreachable,unreachable,Connection Error
Malaysia,ccmrecruitment.com.au,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United States,carepathconsultants.com,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
United States,slmails.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Mexico,buholegal.com,Professional Services,1 to 5,No,75,Legal Services,unreachable,unreachable,403
United Kingdom,shelleylowry.com,Education and e-learning,solo,No,95,N/A,much_info,reachable,200
Turkey,funvane.com,Other,solo,No,20,N/A,unreachable,unreachable,Connection Error
Sri Lanka,hinguranagroup.com,Professional Services,5 to 20,No,60,N/A,little_info,reachable,200
Libya,blaxion.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,dealdimer.life,Other,solo,No,40,Dating and Relationships,unreachable,unreachable,Connection Error
India,callforceglobal.com,Professional Services,20 to 50,No,60,N/A,unreachable,unreachable,Connection Error
United States,confmin.com,Professional Services,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
United States,colleton.k12.sc.us,Education and e-learning,200 to 500,No,70,N/A,little_info,reachable,200
United States,nenja.ai,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Timeout
United States,bridgepointservice.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Sweden,avzong.com,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
India,akmtop.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,wikfee.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Brazil,welllima.com.br,Other,solo,No,95,N/A,unreachable,reachable,200
India,ms.iitism.ac.in,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,403
United Kingdom,lnrconsultancy.co.uk,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,skateru.com,Technology and Software Development,solo,No,95,N/A,unreachable,unreachable,Connection Error
United States,fbttransportinc.com,Logistics and Transportation,5 to 20,No,95,N/A,unreachable,unreachable,Connection Error
United States,mylesginvestments.com,Education and e-learning,solo,No,75,N/A,little_info,reachable,200
United Kingdom,toolexs.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,lushosa.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Philippines,latasa.net,Manufacturing and Industrial,500+,No,80,N/A,unreachable,unreachable,Connection Error
United States,lappinenterprises.com,Other,5 to 20,No,95,Manufacturing and Industrial Equipment,much_info,reachable,200
Ghana,lacrosssdental.com,Healthcare,solo,No,10,N/A,unreachable,unreachable,Connection Error
Australia,bbskinboutique.com.au,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Sri Lanka,kastcard.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
India,peopletalentia.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,aafacilities.net,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United Arab Emirates,tereamarine.com,Other,solo,No,70,N/A,no_info,reachable,200
United States,bethelu.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United Arab Emirates,montek.cc,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
South Africa,magnateuniversity.com,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
United States,atlastalents.com,Professional Services,5 to 20,No,75,Recruitment and Staffing,unreachable,unreachable,SSL Error
Saudi Arabia,ubrand.sa,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Sweden,sitoo.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,screwdriver.in,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Libya,etran.ly,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,stu.mercer.kyschools.us,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
United States,massefm.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,aol.com,Technology and Software Development,500+,Yes,95,N/A,much_info,reachable,200
Hong Kong,ust.hk,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Indonesia,gagasimaji.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Philippines,nexuspt.io,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Norway,tryarcane.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,sorabjee.com.pk,Professional Services,solo,No,50,N/A,no_info,reachable,200
United States,bdcpromotions.com,Marketing and Advertising,1 to 5,No,60,N/A,unreachable,reachable,200
Germany,eclipso.de,Technology and Software Development,20 to 50,Yes,95,N/A,unreachable,unreachable,Timeout
United States,centralsteelgroup.com,Manufacturing and Industrial,20 to 50,No,95,N/A,much_info,reachable,200
Pakistan,primetruckingservice.com,Logistics and Transportation,5 to 20,No,75,N/A,unreachable,unreachable,403
United States,permanent.ag,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
United States,jrworksts.com,Professional Services,solo,No,50,N/A,no_info,reachable,200
Canada,tevstart.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,jasc.us,Professional Services,1 to 5,No,95,Automotive Repair and Maintenance,much_info,reachable,200
United Arab Emirates,novaimmigrations.com,Professional Services,5 to 20,No,95,Immigration Services,much_info,reachable,200
Australia,proball.com,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
Australia,duotax.com.au,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Pakistan,intellektmedia.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Afghanistan,dotxan.com,Technology and Software Development,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
Japan,kimdyn.com,Professional Services,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
United States,unitedtalent.com,Professional Services,500+,No,95,Talent Agency,much_info,reachable,200
United States,asciibinder.net,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Norway,agvas.pro,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Mexico,laneta.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Germany,e.mail.de,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
United States,writetofrank.ws,Other,solo,No,80,Domain Registration Services,no_info,reachable,200
Switzerland,maverix.io,Technology and Software Development,50 to 100,No,40,N/A,unreachable,unreachable,500
Singapore,praetorian.com,Professional Services,200 to 500,No,95,N/A,much_info,reachable,200
United States,fenexy.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,leacore.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,maverickwreckers.com,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
Sri Lanka,zozaco.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
India,cloudanalogy.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Germany,ich.ms,Other,50 to 100,No,75,Healthcare,unreachable,unreachable,404
United States,titanrentalestates.com,Real Estate and Property Management,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
India,chicmicstudios.in,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Ukraine,mkvisionworks.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,by-doing.org,Professional Services,1 to 5,No,85,N/A,much_info,reachable,200
United States,pdaworld.site,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
India,raymatc.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Viet Nam,m365x65521996.onmicrosoft.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,livefreshr.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
France,umi-innovation.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,svnetworx.com,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
Australia,oaktreealliance.com.au,Professional Services,1 to 5,No,95,Disability Support Services,much_info,reachable,200
New Zealand,getnada.com,Technology and Software Development,1 to 5,Yes,80,N/A,little_info,reachable,200
United Kingdom,shopezy.com,E-commerce and Retail,solo,No,50,N/A,little_info,reachable,200
Netherlands,fclone.net,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,403
United States,storesr.com,Other,solo,No,100,Domain Parking,unreachable,unreachable,Connection Error
United States,salexup.com,Other,solo,No,20,N/A,unreachable,unreachable,Connection Error
Philippines,daplitservices.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,reinvent-hit.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United Kingdom,medicmentorfamily.org,Healthcare,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,student.hbuhsd.edu,Education and e-learning,20 to 50,No,95,N/A,unreachable,unreachable,Connection Error
United States,americanpix.com,Professional Services,solo,No,95,Video Production and Cinematography,much_info,reachable,200
United States,darkse.com,Technology and Software Development,solo,No,60,N/A,unreachable,unreachable,Connection Error
Canada,kinsef.com,Technology and Software Development,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
United States,slfpermits.us,Education and e-learning,solo,No,95,N/A,much_info,reachable,200
United States,tuppl.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,athena.deals,Professional Services,solo,No,60,N/A,little_info,reachable,200
United States,suotxt.com,Technology and Software Development,solo,No,70,N/A,unreachable,unreachable,Connection Error
Egypt,fekrra.com,Technology and Software Development,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
United States,rochester.rr.com,Other,500+,No,80,Internet Service Provider,unreachable,unreachable,Timeout
United States,psibank.org,Financial Service,500+,No,75,N/A,unreachable,unreachable,403
United States,students.apsb.org,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
United States,newlaworder.com,Professional Services,1 to 5,No,60,Legal Services,unreachable,unreachable,Connection Error
Ireland,ramendik.eu,Other,solo,No,100,Parked Domain,no_info,reachable,200
Canada,titaniumbuilders.ca,Real Estate and Property Management,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
India,efpaper.com,Manufacturing and Industrial,20 to 50,No,60,N/A,unreachable,unreachable,Connection Error
India,vapcoengineers.com,Manufacturing and Industrial,200 to 500,No,95,N/A,much_info,reachable,200
Morocco,tupmail.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
United States,drsonrisas.org,Other,50 to 100,No,95,Non-profit,much_info,reachable,200
India,lokam.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,misericordia.edu,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Morocco,inbox.testmail.app,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
United States,teamawtrey.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
United States,lastbestdestinations.com,Other,solo,No,50,Travel Agency,unreachable,unreachable,Connection Error
Australia,lloyditsolutions.com.au,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,kanuonsol.com,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
Netherlands,dentyconnect.eu,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United States,retrotechsolutions.in,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
United States,filmgrail.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,ensologic.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
Italy,giambronelaw.com,Professional Services,100 to 200,No,95,Legal Services,much_info,reachable,200
Philippines,outdea.com,Professional Services,20 to 50,No,45,N/A,unreachable,unreachable,Connection Error
India,bitofee.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Canada,212amit.com,Professional Services,solo,No,30,N/A,unreachable,unreachable,403
Italy,pharmaflex.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
India,designswebapp.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Nigeria,wyoxafp.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
India,fearlessmails.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
United States,pokeline.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,briosyst.com,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
United States,operades.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
